100000 3
0.553030	0.197848	0.878787	
0.700538	0.379723	0.499484	
0.200312	0.536000	0.720144	
0.776175	0.605961	0.298609	
0.073424	0.776260	0.577219	
0.221516	0.579950	0.887690	
0.830698	0.241383	0.493570	
0.133676	0.773715	0.584939	
0.428295	0.368415	0.577850	
0.470357	0.554803	0.796057	
0.879687	0.611499	0.056916	
0.361479	0.466298	0.400456	
0.680254	0.449843	0.324724	
0.385271	0.837055	0.314758	
0.579427	0.588629	0.424016	
0.840055	0.731143	0.131770	
0.502264	0.434213	0.602749	
0.424719	0.601206	0.520110	
0.229210	0.806735	0.285216	
0.212713	0.742877	0.496272	
0.374155	0.781062	0.357205	
0.546741	0.607629	0.156594	
0.245855	0.416376	0.882497	
0.710929	0.632947	0.199816	
0.620159	0.629159	0.448756	
0.343060	0.384628	0.775676	
0.642241	0.400036	0.545382	
0.593034	0.706932	0.207542	
0.778312	0.857847	0.123122	
0.460122	0.831204	0.371371	
0.765236	0.328880	0.468064	
0.162433	0.657457	0.537616	
0.311267	0.369814	0.816797	
0.339457	0.185317	0.678906	
0.599251	0.053078	0.786283	
0.101027	0.872750	0.624787	
0.559846	0.449429	0.410538	
0.318314	0.383632	0.809870	
0.244657	0.654757	0.449240	
0.487418	0.852769	0.196056	
0.577190	0.196400	0.585180	
0.259682	0.821590	0.467055	
0.447930	0.781434	0.386153	
0.598807	0.085492	0.777248	
0.540251	0.189279	0.801572	
0.188860	0.600133	0.596546	
0.607218	0.685017	0.176698	
0.200692	0.939920	0.480640	
0.738893	0.609818	0.068902	
0.167216	0.718655	0.518789	
0.363607	0.615316	0.582307	
0.205096	0.585835	0.749640	
0.204106	0.669465	0.577395	
0.508880	0.388977	0.558203	
0.180355	0.747852	0.631691	
0.550082	0.512670	0.592407	
0.370709	0.597357	0.434784	
0.562362	0.681843	0.226269	
0.468709	0.467618	0.732296	
0.308887	0.584535	0.581985	
0.599806	0.068934	0.889610	
0.854881	0.448498	0.407127	
0.763762	0.440334	0.647268	
0.310851	0.477826	0.572510	
0.577085	0.621529	0.351403	
0.862608	0.478849	0.323210	
0.275710	0.371353	0.694975	
0.346854	0.936640	0.486842	
0.584058	0.555907	0.478988	
0.604295	0.330434	0.595911	
0.329083	0.794127	0.251204	
0.395053	0.548640	0.462745	
0.371099	0.702819	0.466695	
0.805008	0.077203	0.560398	
0.092182	0.600999	0.771211	
0.794818	0.268702	0.450601	
0.363947	0.556809	0.728701	
0.393316	0.355019	0.851036	
0.798858	0.139390	0.708663	
0.696449	0.637681	0.178422	
0.862743	0.374940	0.315214	
0.273047	0.364133	0.814734	
0.540460	0.809869	0.174074	
0.517156	0.278478	0.486863	
0.774298	0.389578	0.443125	
0.274484	0.540576	0.789395	
0.377990	0.328329	0.835878	
0.467743	0.480585	0.446969	
0.696071	0.703189	0.188699	
0.469177	0.758039	0.207198	
0.850237	0.201562	0.415736	
0.355218	0.635862	0.604818	
0.694635	0.558338	0.250293	
0.385626	0.498855	0.799757	
0.782704	0.432447	0.459049	
0.434273	0.712551	0.311901	
0.850950	0.579759	0.111858	
0.507192	0.660055	0.258198	
0.184439	0.701826	0.821670	
0.526518	0.525751	0.514226	
0.844439	0.124802	0.589542	
0.949105	0.278497	0.379552	
0.524080	0.716970	0.110445	
0.786687	0.678374	0.234273	
0.664749	0.855008	0.285537	
0.675653	0.422100	0.509248	
0.089769	0.939943	0.330891	
0.624731	0.355002	0.351768	
0.137591	0.892562	0.226071	
0.062976	0.724828	0.703637	
0.407445	0.822801	0.112138	
0.373024	0.643691	0.276732	
0.809869	0.330713	0.522259	
0.448225	0.167627	0.872511	
0.677222	0.135852	0.736016	
0.469907	0.603601	0.436035	
0.657205	0.100841	0.856673	
0.794319	0.413004	0.587623	
0.263253	0.341936	0.669103	
0.065145	0.585233	0.803752	
0.098236	0.471404	0.910038	
0.493715	0.138828	0.754919	
0.584398	0.309283	0.707001	
0.533816	0.618553	0.293123	
0.507034	0.542163	0.511032	
0.466748	0.439029	0.447508	
0.490387	0.509112	0.497431	
0.197028	0.761703	0.665812	
0.410510	0.386108	0.724837	
0.851096	0.243563	0.548718	
0.336530	0.306175	0.814094	
0.300717	0.330355	0.632037	
0.777578	0.597741	0.218474	
0.238399	0.741521	0.374741	
0.471518	0.410439	0.697907	
