100000 2
0.344542	0.655995	
0.668771	0.411400	
0.454283	0.702409	
0.437521	0.636291	
0.200232	0.780691	
0.757231	0.248320	
0.340511	0.794279	
0.088185	0.948864	
0.647055	0.291939	
0.403691	0.528824	
0.472831	0.462496	
0.698138	0.178806	
0.329867	0.640625	
0.152847	0.801098	
0.788468	0.104655	
0.547109	0.514314	
0.653594	0.450741	
0.788036	0.230685	
0.369013	0.621254	
0.679219	0.377111	
0.222925	0.638920	
0.316867	0.777351	
0.723432	0.332473	
0.896060	0.102853	
0.147750	0.748281	
0.553267	0.422159	
0.293332	0.739515	
0.341057	0.751581	
0.857779	0.143315	
0.843727	0.140615	
0.273519	0.689850	
0.634029	0.412866	
0.432412	0.497127	
0.824945	0.142000	
0.180020	0.745686	
0.475715	0.435966	
0.591856	0.384629	
0.679069	0.200564	
0.277367	0.855465	
0.480195	0.400443	
0.404558	0.570167	
0.506436	0.634219	
0.066062	0.904505	
0.196036	0.800850	
0.879005	0.119822	
0.630351	0.359791	
0.079829	0.927635	
0.296752	0.643946	
0.301264	0.724846	
0.741915	0.063743	
0.409035	0.603349	
0.487767	0.432952	
0.215112	0.691549	
0.469145	0.566961	
0.681445	0.351888	
0.723067	0.161283	
0.797802	0.152178	
0.326093	0.602291	
0.230586	0.787258	
0.474034	0.590294	
0.822601	0.138154	
0.501980	0.584700	
0.176619	0.728726	
0.666591	0.196983	
0.150149	0.857775	
0.376253	0.632843	
0.459421	0.774387	
0.400300	0.661674	
0.462952	0.561563	
0.485468	0.587409	
0.194654	0.897200	
0.871424	0.197028	
0.870125	0.166999	
0.481953	0.408023	
0.457930	0.551429	
0.342750	0.883569	
0.742054	0.260673	
0.534238	0.445083	
0.383291	0.591473	
0.687504	0.352337	
0.236395	0.724379	
0.490461	0.489403	
0.120315	0.822895	
0.315115	0.661295	
0.645571	0.395209	
0.276027	0.755595	
0.676924	0.340379	
0.414167	0.596132	
0.471826	0.564118	
0.723109	0.207094	
0.559953	0.348700	
0.252572	0.761175	
0.815318	0.262793	
0.794470	0.314135	
0.623449	0.310124	
0.565882	0.460447	
0.505488	0.439483	
0.249434	0.740764	
0.316534	0.683113	
0.205435	0.794616	
0.220734	0.762314	
0.700650	0.334927	
0.415651	0.691197	
0.321341	0.763935	
0.408771	0.735994	
0.232682	0.680749	
0.842904	0.246914	
0.486011	0.482187	
0.687026	0.282144	
0.155071	0.905084	
0.397424	0.623704	
0.239850	0.727212	
0.834858	0.124479	
0.395956	0.701746	
0.542596	0.318831	
0.918141	0.138502	
0.207111	0.922700	
0.907433	0.059837	
0.403824	0.663298	
0.272844	0.692165	
0.210335	0.717052	
0.679860	0.258372	
0.291620	0.633977	
0.471564	0.320301	
0.127381	0.901081	
0.245265	0.829881	
0.243480	0.814475	
0.136730	0.899781	
0.228326	0.634045	
0.568547	0.381615	
0.827865	0.252500	
0.893665	0.233650	
0.273885	0.523927	
0.507686	0.561157	
0.235527	0.843354	
0.617493	0.321702	
0.507511	0.343883	
0.821068	0.202685	
0.352520	0.725860	
0.838039	0.108786	
0.322372	0.774879	
0.744450	0.212357	
0.614830	0.403289	
0.699883	0.340607	
0.345043	0.621778	
0.853047	0.094485	
0.657407	0.421600	
0.467568	0.561080	
0.736343	0.121523	
0.734160	0.263531	
0.245232	0.760286	
0.305529	0.793665	
0.069969	0.918938	
0.204910	0.867180	
0.543622	0.530570	
0.278123	0.760545	
0.627714	0.421987	
0.420779	0.469285	
0.596782	0.384286	
0.873759	0.110192	
0.633072	0.480467	
0.618923	0.450465	
0.380900	0.566413	
0.356655	0.587887	
0.540305	0.565350	
0.869057	0.231198	
0.924958	0.093031	
0.647880	0.212937	
0.684198	0.195936	
0.734152	0.225524	
0.810860	0.164075	
0.946363	0.113336	
0.543715	0.378894	
0.213961	0.771277	
0.527764	0.509880	
0.165046	0.945438	
0.543721	0.430595	
0.351549	0.530570	
0.795654	0.125978	
0.511074	0.504252	
0.430775	0.534071	
0.664352	0.375536	
0.181208	0.698286	
0.862014	0.199619	
0.455488	0.560756	
0.643568	0.621567	
0.493570	0.418245	
0.597922	0.374837	
0.298211	0.703646	
0.947106	0.181685	
0.081496	0.879576	
0.556054	0.586126	
0.535799	0.546898	
0.256324	0.756654	
0.703589	0.377036	
0.248714	0.687697	
0.272507	0.673718	
0.416685	0.555434	
0.591023	0.434973	
0.312086	0.657944	
0.874359	0.164896	
0.775044	0.277115	
0.710583	0.292947	
0.344893	0.677569	
0.131184	0.839270	
0.384512	0.787392	
0.403513	0.632323	
0.267149	0.672648	
0.552230	0.502099	
0.342652	0.646503	
0.630930	0.334093	
0.750645	0.245887	
0.351687	0.706221	
0.662713	0.277158	
0.532648	0.389238	
0.637578	0.424978	
0.710336	0.287592	
0.450887	0.498107	
0.367452	0.770988	
0.209385	0.753960	
0.368376	0.808516	
0.502666	0.482046	
0.253907	0.891607	
0.633966	0.472155	
0.266757	0.906052	
0.756649	0.114896	
0.686341	0.215787	
0.725425	0.279731	
0.448602	0.487969	
0.822927	0.281402	
0.238197	0.812193	
0.656544	0.415362	
0.545752	0.370840	
0.938581	0.066129	
0.692653	0.219577	
0.628000	0.336057	
0.388956	0.717901	
0.163992	0.850317	
0.850464	0.154683	
0.636804	0.265299	
0.312957	0.694817	
0.257586	0.749441	
0.229439	0.741726	
0.362456	0.569228	
0.660767	0.430010	
0.194704	0.796150	
