10000 4
0.585664	0.770627	0.341353	0.498165	
0.127362	0.824357	0.527118	0.551405	
0.360242	0.214686	0.936560	0.900267	
0.816545	0.344702	0.366030	0.658838	
0.390407	0.517046	0.233750	0.677625	
0.562047	0.542191	0.763924	0.205566	
0.590637	0.373929	0.738921	0.694823	
0.513149	0.557630	0.589754	0.296578	
0.680867	0.309556	0.402273	0.679833	
0.942824	0.681029	0.056523	0.313636	
0.243261	0.913871	0.651498	0.137775	
0.439083	0.134743	0.856256	0.467784	
0.525808	0.071908	0.834253	0.459770	
0.759152	0.336442	0.592153	0.408987	
0.747453	0.500148	0.471280	0.464894	
0.667343	0.689395	0.421872	0.076365	
0.424181	0.600195	0.740774	0.273522	
0.643041	0.514419	0.448269	0.495513	
0.845226	0.411948	0.593840	0.165990	
0.301501	0.789592	0.353604	0.392689	
0.484499	0.426315	0.490895	0.827648	
0.335841	0.791290	0.186324	0.533318	
0.608479	0.305380	0.666934	0.518669	
0.863681	0.224111	0.560850	0.254345	
0.769081	0.376261	0.831740	0.273076	
0.641640	0.321006	0.418579	0.333396	
0.427627	0.597179	0.435054	0.648970	
0.444268	0.492811	0.371990	0.584592	
0.466614	0.053615	0.560893	0.783858	
0.657258	0.645695	0.273496	0.451670	
0.761710	0.254181	0.893237	0.411490	
0.739630	0.311159	0.724248	0.382945	
0.673655	0.577430	0.649568	0.199771	
0.797855	0.401734	0.259787	0.671809	
0.355689	0.925118	0.554685	0.089416	
0.349786	0.865976	0.737251	0.052434	
0.507509	0.346548	0.457577	0.946521	
0.805849	0.340073	0.239147	0.876128	
0.284475	0.904918	0.059131	0.443621	
0.356081	0.391860	0.263917	0.923821	
0.324570	0.899755	0.084403	0.716762	
0.675658	0.266214	0.292767	0.750344	
0.187177	0.872107	0.289266	0.555687	
0.585476	0.577840	0.211910	0.479054	
0.429214	0.357232	0.826048	0.441930	
0.832446	0.270047	0.239341	0.493462	
0.465585	0.209888	0.537990	0.886525	
0.267311	0.796993	0.598967	0.577188	
0.448763	0.758255	0.149322	0.691865	
0.548568	0.566048	0.470251	0.493816	
0.861446	0.361174	0.152869	0.456335	
0.377920	0.108565	0.562318	0.850833	
0.219143	0.700290	0.558450	0.577611	
0.384803	0.255250	0.779271	0.721097	
0.396082	0.704992	0.245419	0.744634	
0.292953	0.604395	0.337022	0.754588	
0.297826	0.312309	0.364015	0.931842	
0.709161	0.149065	0.540701	0.699375	
0.823387	0.475776	0.560873	0.187532	
0.131653	0.477920	0.183370	0.753989	
0.445492	0.170930	0.892726	0.809829	
0.691630	0.194508	0.932470	0.352178	
0.326773	0.730580	0.388735	0.605129	
0.895919	0.506612	0.374072	0.300812	
0.646621	0.582369	0.327045	0.566028	
0.864001	0.457415	0.187946	0.476349	
0.210915	0.283465	0.795254	0.838039	
0.087102	0.283845	0.694301	0.750294	
0.390573	0.940370	0.236080	0.402693	
0.398112	0.658865	0.165237	0.858923	
0.367568	0.442350	0.552033	0.305752	
0.654921	0.762986	0.164638	0.595653	
0.634888	0.378648	0.844157	0.330687	
0.935802	0.381629	0.550321	0.499199	
0.188282	0.795737	0.381592	0.800790	
0.507201	0.617812	0.555913	0.436800	
0.833675	0.153263	0.284749	0.877823	
0.214709	0.594252	0.781425	0.359549	
0.788140	0.525451	0.111218	0.417126	
0.505349	0.652277	0.519955	0.460173	
0.231920	0.335651	0.901726	0.297597	
0.820579	0.760931	0.135707	0.515696	
